Name,Author,Created,Vendor,CVE,ExpectedLocations,VulnerableExecutablePath,VulnerableExecutableType,VulnerableExecutableAutoElevated,VulnerableExecutablePrivilegeEscalation,VulnerableExecutableCondition,VulnerableExecutableSHA256,VulnerableExecutableEnvironmentVariable,Resources,Acknowledgements,URL
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\tracerpt.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\werfault.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\bdehdcfg.exe","Environment Variable","","","","","WINDIR","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\deploymentcsphelper.exe","Environment Variable","","","","","WINDIR","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\djoin.exe","Environment Variable","","","","","WINDIR","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dnscacheugc.exe","Environment Variable","","","","","WINDIR","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\ieunatt.exe","Environment Variable","","","","","WINDIR","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\muiunattend.exe","Environment Variable","","","","","WINDIR","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netbtugc.exe","Environment Variable","","","","","WINDIR","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netiougc.exe","Environment Variable","","","","","WINDIR","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\pnpunattend.exe","Environment Variable","","","","","WINDIR","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\reagentc.exe","Environment Variable","","","","","WINDIR","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\setupugc.exe","Environment Variable","","","","","WINDIR","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dcntel.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%","%SYSTEM32%\devicecensus.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dcntel.html"
"dcomp.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dataexchangehost.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dcomp.html"
"dcomp.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\gamepanel.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dcomp.html"
"dcomp.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\quickassist.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dcomp.html"
"defragproxy.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dfrgui.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/defragproxy.html"
"desktopshellext.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\sihost.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/desktopshellext.html"
"deviceassociation.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\eduprintprov.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/deviceassociation.html"
"deviceassociation.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\proximityuxhost.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/deviceassociation.html"
"devicecredential.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\devicecredentialdeployment.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/devicecredential.html"
"devicepairing.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\devicepairingwizard.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/devicepairing.html"
"devobj.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\bthudtask.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/devobj.html"
"devobj.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\chkdsk.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/devobj.html"
"devobj.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\chkntfs.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/devobj.html"
"devobj.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\deviceenroller.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/devobj.html"
"devobj.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dispdiag.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/devobj.html"
